giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien
2700000,25.0,20.96444,105.766654,nhatang,5.2,53.92,khepkin,5,3
1200000,18.0,20.97663,105.781279,nhatang,2.5,70.65,khepkin,4,2
3500000,26.0,21.011178,105.817202,nhatang,3.8,42.6,khepkin,8,5
2800000,20.0,20.995682,105.773003,nhatang,6.6,5.2,khepkin,2,4
2300000,22.0,21.041979,105.776725,nhatang,6.0,20.75,khepkin,2,5
3000000,18.0,21.004276,105.811363,nhatang,5.3,10.0,khepkin,7,3
2000000,16.0,21.016517,105.8373,nhacap,3.2,78.19,khepkin,4,4
1500000,20.0,21.002483,105.826496,nhatang,1.6,84.32,khepkin,2,3
6000000,22.0,21.013516,105.839297,ccmn,3.25,10.15,khepkin,7,5
3500000,16.0,21.020792,105.775128,nhatang,3.7,45.0,khepkin,4,4
3300000,16.0,21.020792,105.775128,nhatang,3.7,100.24,khepkin,4,4
3000000,25.0,20.997401,105.813595,nhatang,2.7,25.0,khepkin,7,3
3200000,16.0,21.020792,105.775128,nhacap,3.7,100.24,khepkin,4,4
4500000,39.0,21.0323732,105.8095708,Ccmn,2.0,38.0,Khepkin,12,8
2600000,25.0,21.0325493,105.8268459,Nhatang,1.9,160.0,Khepkin,7,7
4200000,27.0,21.0325493,105.8268459,Ccmn,2.8,35.0,Khepkin,14,8
3500000,18.0,21.0046193,105.8328982,Nhatang,2.9,100.0,Khepkin,9,7
2600000,15.0,21.0046193,105.8328982,Nhatang,2.6,279.0,Khepkin,3,4
1600000,20.0,20.9860933,105.7983636,Nhacap,1.9,150.0,Khepkin,5,5
3500000,30.0,21.0270708,105.7731158,Nhatang,2.8,600.0,Khepkin,9,5
3700000,30.0,21.0270708,105.7731158,Nhatang,2.8,120.0,Khepkin,12,8
2800000,18.0,20.9860933,105.7983636,Nhatang,2.4,210.0,Khepkin,8,8
3600000,37.0,21.0323732,105.8095708,Nhatang,2.0,170.0,Khepkin,9,4
1800000,20.0,21.04036,105.764403,nhatang,4.3,36.24,khepkin,7,5
3500000,20.0,21.0164931,105.822814,nhatang,6.15,40.0, khepkin,8,8
3500000,25.0,20.970898,105.778978,nhatang,6.73,56.5,khepkin,7,6
3800000,30.0,21.010646,105.838657,nhatang,3.5,40.0,khepkin,7,4
2200000,20.0,21.043489,105.804274,nhatang,2.7,103.5,khepkin,5,3
4500000,40.0,20.976891,105.780777,ccmn,3.5,120.75,khepkin,7,6
1600000,10.0,21.02284367,105.8279307,nhatang,4.5,100.0,kkk,4,3
2900000,30.0,21.0268003,105.768113,ccmn,3.2,500.0,khepkin,7,2
3900000,30.0,20.9996107,105.818603,ccmn,4.9,40.0,khepkin,3,4
3500000,28.0,21.03022,105.771956,nhatang,4.0,130.0,khepkin,5,4
2500000,22.0,21.0732267,105.79437183,nhatang,3.3,105.12,khepkin,2,4
2800000,24.0,21.035002,105.791361,nhatang,6.52,75.04,khepkin,6,6
3000000,23.0,21.031671,105.786487,nhatang,7.2,46.94,khepkin,4,6
2000000,34.0,21.032674,105.785776,nhatang,2.4,149.21,kkk,8,6
2200000,25.0,21.0305962,105.7862149,nhatang,3.64,106.45,khepkin,4,6
4099999,33.0,21.037662,105.809642,nhatang,6.56,5.2,khepkin,7,7
3000000,35.0,21.034259,105.811035,nhatang,3.32,89.55,khepkin,4,3
1500000,17.0,21.036919,105.811089,nhatang,3.3,104.8,khepkin,4,3
2000000,15.0,21.036942,105.817049,nhatang,3.5,82.11,khepkin,6,7
1900000,15.0,21.036942,105.817049,nhatang,3.4,120.11,khepkin,4,7
1500000,12.0,21.037629,105.824746,nhatang,3.1,72.68,kkk,6,3
1700000,18.0,21.037081,105.812409,nhatang,3.3,236.69,kkk,7,6
2600000,30.0,21.037416,105.813743,nhatang,2.8,50.69,kkk,7,6
1800000,15.0,21.036942,105.817049,nhatang,2.7,120.11,khepkin,4,7
1200000,12.0,21.037695,105.811708,nhatang,6.5,13.23,khepkin,3,6
1800000,21.0,21.035096,105.822761,nhatang,3.24,30.02,khepkin,7,5
2000000,14.0,21.004622,105.850164,nhatang,4.3,32.2,khepkin,8,8
3500000,20.0,21.035055,105.824365,nhatang,6.56,5.02,khepkin,6,8
1100000,14.0,21.004622,105.850164,nhacap,2.4,93.11,kkk,3,4
2500000,22.0,21.033746,105.82513,nhatang,3.35,126.52,khepkin,3,6
1300000,10.0,21.033871,105.82987,nhatang,3.65,66.52,kkk,2,5
3000000,30.0,21.036612,105.808514,nhatang,3.65,35.52,kkk,6,6
4500000,30.0,21.034777,105.829859,nhatang,6.6,7.6,khepkin,5,7
3500000,40.0,21.038958,105.814271,nhatang,2.4,140.7,khepkin,5,4
2450000,17.0,21.037724,105.816894,nhatang,5.27,110.81,khepkin,7,8
3200000,25.0,21.036138,105.820268,nhatang,4.6,40.7,khepkin,4,4
1300000,24.0,21.035666,105.830344,nhatang,3.12,40.7,khepkin,2,6
1700000,14.0,21.03655,105.817817,nhatang,3.28,110.81,khepkin,6,6
1300000,30.0,21.036836,105.823392,nhatang,2.56,210.31,khepkin,7,5
1400000,30.0,21.036836,105.823392,nhatang,2.56,120.31,khepkin,7,5
1400000,10.0,21.03526,105.824089,nhatang,6.56,15.42,khepkin,5,6
1200000,30.0,21.036836,105.823392,nhacap,2.56,120.31,khepkin,7,5
1500000,12.0,21.035121,105.8243085,nhatang,6.56,4.23,khepkin,5,6
2500000,20.0,21.034858,105.824017,nhatang,3.1,5.54,kkk,3,6
2000000,10.0,21.034895,105.820993,nhatang,3.2,26.59,khepkin,3,7
2800000,25.0,21.034189,105.824288,nhatang,3.3,83.81,khepkin,6,5
1400000,8.5,21.0344675,105.8297077,nhatang,4.6,86.81,khepkin,7,6
2800000,19.0,21.0356532,105.7871272,nhatang,3.74,32.57,khepkin,8,8
4900000,50.0,21.0361863,105.7868578,ccmn,5.7,6.57,khepkin,8,8
2000000,18.0,21.035545,105.7848691,nhacap,4.1,6.57,kkk,7,7
1000000,14.0,21.035229,105.787135,nhacap,2.5,126.57,kkk,1,5
3000000,20.0,21.037557,105.787873,nhatang,3.5,89.78,kkk,4,6
2200000,15.0,21.037701,105.789776,nhatang,7.78,27.32,kkk,5,8
1500000,15.0,21.0357799,105.7848087,nhatang,3.6,55.84,khepkin,6,7
3000000,20.0,21.0364968,105.7856248,nhatang,2.5,42.32,khepkin,7,5
2200000,25.0,21.034802,105.784039,nhatang,2.4,47.71,khepkin,5,6
3300000,30.0,21.035125,105.78644,nhatang,2.3,60.85,khepkin,9,6
2800000,20.0,21.037648,105.787903,nhatang,3.5,104.17,khepkin,4,7
2600000,25.0,21.0365912,105.7879026,nhatang,3.5,162.87,khepkin,4,6
4000000,25.0,21.02970580021,105.77047435714888,ccmn,3.83,165.63,khepkin,7,7
2000000,18.0,20.96730631765,105.8692913689408,nhatang,6.1,130.63,khepkin,8,6
2500000,23.0,21.04176946837,105.7602958631748,nhatang,2.46,18.2,khepkin,4,3
1000000,15.0,21.00150174708,105.85549557788876,nhacap,4.29,7.11,kkk,1,3
3000000,22.0,20.99288498823,105.83197552517314,nhatang,7.27,13.8,khepkin,5,4
2500000,25.0,20.9913279189,105.79580064307343,nhatang,8.41,4.12,khepkin,7,4
2400000,25.0,20.9913279189,105.79580064307343,nhatang,8.41,60.22,khepkin,7,4
1800000,22.0,20.98254524095,105.7702118558676,ccmn,4.32,11.21,khepkin,5,5
2500000,25.0,20.9913279189,105.79580064307343,nhatang,8.41,60.22,khepkin,7,8
2200000,20.0,20.98200078991,105.8341278960172,cnmn,3.54,50.54,khepkin,8,2
2600000,25.0,20.9913279189,105.79580064307343,nhatang,8.91,20.22,khepkin,7,8
6950000,65.0,21.00552956668,105.80680887543949,nhatang,5.18,103.65,khepkin,6,5
3250000,26.0,20.98674593076,105.8139669213288,nhatang,5.11,13.37,khepkin,10,5
3000000,20.0,20.98138346525,105.78879432315443,nhatang,9.15,22.14,khepkin,9,5
2300000,14.0,20.977851001,105.79749961761932,nhatang,5.63,14.68,kkk,7,3
1000000,10.0,21.03134993353,105.79479566056324,nhacap,6.7,202.32,kkk,2,3
3000000,22.0,20.96372485692,105.7634570699335,nhatang,5.79,38.23,khepkin,6,5
1700000,17.0,21.05216404193,105.87028182186587,nhatang,4.97,605.23,kkk,2,4
2800000,25.0,20.98316146132,105.8008035810418,ccmn,5.49,8.23,khepkin,9,4
2400000,20.0,20.96874105902,105.78678202759754,nhatang,9.98,38.04,khepkin,9,4
3500000,36.0,21.03743698143,105.79908462864827,ccmn,6.48,247.43,khepkin,8,8
2200000,20.0,21.02767778126,105.8009117301445,nhatang,5.26,90.23,khepkin,3,6
2200000,22.0,21.06342113375,105.83160808178982,nhatang,4.11,10.23,khepkin,7,4
3400000,15.0,21.02076349479,105.83096115544308,nhatang,7.02,5.23,khepkin,6,8
3000000,25.0,20.99343107174,105.83171443320926,nhatang,8.25,13.2,khepkin,5,8
2700000,19.0,20.98319444511,105.8008031630808,ccmn,6.32,11.21,khepkin,8,6
3000000,30.0,21.02410812292,105.81210693210052,nhatang,6.42,53.34,khepkin,5,4
3000000,30.0,21.00323204965,105.82473283629284,nhatang,6.77,43.65,khepkin,5,6
3600000,58.0,20.99023337374,105.779635533837,nhatang,6.64,162.23,khepkin,10,5
2500000,23.0,21.03614887757,105.7876799972016,nhatang,4.47,20.01,khepkin,5,7
1800000,18.0,20.9663357944,105.84246582680964,nhatang,4.24,41.29,khepkin,2,4
2600000,20.0,21.02630930521,105.82630522006303,nhatang,4.86,28.43,kkk,6,3
3000000,35.0,21.02691082734,105.8362297223456,nhatang,4.74,4.11,khepkin,5,8
2500000,20.0,21.02666767148,105.8009370626241,nhatang,6.22,49.65,khepkin,5,3
2500000,40.0,20.97563104617,105.77602928917632,nhatang,4.06,8.22,khepkin,6,4
1400000,10.0,21.0013133733,105.810882036495,nhacap,4.46,48.11,kkk,3,4
1900000,30.0,20.96133382757,105.81366576828366,nhatang,8.04,8.8,khepkin,1,2
1800000,30.0,20.9613338275179,105.81366576828366,nhatang,8.04,98.8,khepkin,1,2
2000000,45.0,21.01354968388,105.927680431452,nhacap,7.32,10.04,khepkin,3,3
1850000,30.0,20.96133382757179,105.81366576828366,nhatang,8.04,98.8,khepkin,6,2
3000000,30.0,20.992344535063364,105.81933396018432,nhacap,5.92,219.21,khepkin,8,4
2200000,38.0,21.0233280187845,105.80790506482676,nhatang,4.12,7.43,khepkin,9,4
3600000,35.0,20.999458006310245,105.84226410129786,nhatang,6.26,98.43,khepkin,3,6
2500000,30.0,21.00584307910335,105.78023887113662,nhatang,6.78,187.62,khepkin,6,4
3600000,30.0,21.01122827866556,105.79979269275992,cnmn,5.23,26.45,khepkin,7,6
3200000,28.0,21.036541030283345,105.80287780565044,nhatang,6.41,15.7,khepkin,9,5
2500000,30.0,20.9917726824698,105.84963387081582,nhatang,5.47,21.2,khepkin,2,5
3000000,30.0,21.04185733378053,105.78489069683576,nhatang,5.43,13.16,khepkin,7,7
2000000,25.0,21.042221913542928,105.76235621250592,nhatang,5.9,134.12,khepkin,7,4
3000000,70.0,21.03505046092104,105.73285995796402,nhatang,3.24,20.12,khepkin,2,2
3500000,30.0,20.96793345681499,105.82251744718025,ccmn,5.13,12.21,khepkin,8,5
2300000,12.0,20.987778991663383,105.84301538254502,nhatang,3.69,39.0,khepkin,5,4
2800000,20.0,20.97190621835102,105.83549968827424,nhatang,4.81,14.21,khepkin,5,3
2500000,18.0,21.030397608710462,105.81392883005842,nhatang,4.14,90.78,khepkin,6,4
3000000,30.0,21.03245226347951,105.8276933676438,nhatang,3.34,45.75,khepkin,5,3
3000000,25.0,21.03139184862153,105.82492636502964,nhatang,4.58,30.52,khepkin,7,5
2400000,27.0,21.0313003599773,105.82240283466592,nhatang,3.96,1.0,khepkin,5,3
2000000,18.0,21.031379341289,105.82416495701348,nhatang,4.34,21.01,kkk,6,5
2000000,15.0,21.0291404209476,105.80926135704703,nhatang,4.31,49.23,khepkin,4,3
2400000,20.0,21.0327397288233,105.8213958588709,nhatang,4.98,153.08,khepkin,5,6
3000000,30.0,21.0304387,105.81498450000004,nhatang,7.76,1.1,khepkin,4,8
4000000,28.0,21.031695892844,105.82249221824914,ccmn,4.75,20.0,khepkin,9,6
3500000,35.0,21.0332630932583,105.8183088668508,ccmn,6.1,14.42,khepkin,6,5
1000000,12.0,21.028827470802,105.80825037720938,nhatang,4.19,75.2,kkk,4,7
6000000,25.0,21.0317286876378,105.82570459270488,nhatang,5.21,13.29,khepkin,6,5
3200000,39.0,21.0362654873821,105.81075409823542,nhatang,5.4,9.4,khepkin,5,3
2500000,25.0,21.0310954753008,105.82248300370298,nhatang,4.1,29.43,khepkin,4,5
1700000,10.0,21.0321636022504,105.82567036290212,nhacap,4.05,29.31,khepkin,5,5
2200000,18.0,21.032288450538,105.82383647586944,nhatang,2.79,51.24,khepkin,4,4
1700000,12.0,21.030999,105.822555,nhatang,3.56,10.43,khepkin,3,7
1700000,16.0,21.032003,105.825041,nhatang,3.12,9.72,khepkin,3,7
1400000,30.0,21.032882,105.825584,nhatang,2.87,111.1,khepkin,7,3
1500000,30.0,21.032882,105.825584,nhatang,3.12,111.1,khepkin,7,3
5000000,40.0,21.0358611,105.8135088,nhatang,5.89,98.62,khepkin,4,6
1300000,30.0,21.032882,105.825584,nhacap,3.12,111.1,khepkin,7,3
2800000,22.0,21.031102,105.824168,nhatang,4.21,20.02,khepkin,6,4
3000000,18.0,21.0316971,105.8224021,nhatang,3.56,28.74,khepkin,7,5
2300000,16.0,21.0298468,105.8111885,nhatang,5.59,69.5,khepkin,7,7
2700000,25.0,21.032259,105.820704,nhatang,4.59,169.21,khepkin,6,3
2600000,25.0,21.032259,105.820704,nhatang,4.59,229.21,khepkin,6,3
2500000,20.0,21.032407,105.824783,nhatang,2.88,66.93,kkk,6,6
2300000,25.0,21.032259,105.820704,nhacap,4.59,229.21,khepkin,6,3
1700000,12.0,21.028328,105.808591,nhatang,3.94,103.03,khepkin,2,5
3500000,30.0,21.032068,105.82077,nhatang,5.18,69.12,khepkin,6,3
4000000,40.0,21.0310452,105.81984,nhatang,5.58,12.87,khepkin,6,6
3500000,40.0,21.032912,105.827527,nhatang,3.34,69.35,khepkin,4,3
3200000,30.0,21.040384,105.7643307,ccmn,11.05,9.47,khepkin,8,8
2800000,30.0,21.040384,105.7643307,ccmn,6.05,9.47,khepkin,8,8
3000000,30.0,21.050876,105.7383463,nhatang,11.05,5.47,khepkin,8,7
2700000,30.0,21.040384,105.7643307,ccmn,6.05,9.47,khepkin,4,8
1000000,18.0,21.044099,105.766261,nhacap,4.95,480.28,khepkin,1,3
500000,15.0,21.044986,105.760785,nhacap,3.7,301.04,kkk,1,5
3000000,40.0,21.039433,105.764013,nhacap,2.45,50.28,khepkin,2,6
1100000,12.0,21.046967,105.749566,nhacap,3.57,60.94,kkk,1,7
5000000,50.0,21.037958139,105.7773351,nhatang,2.3,101.35,khepkin,4,6
2300000,20.0,21.038454,105.777448,nhatang,3.4,168.74,khepkin,4,6
2500000,35.0,21.041656,105.764268,nhatang,2.81,79.35,kkk,2,4
3000000,30.0,21.035657,105.777439,nhatang,3.05,88.5,kkk,5,6
2500000,20.0,21.03609,105.776828,nhatang,2.52,60.85,kkk,2,6
1600000,14.0,21.041371,105.764143,nhatang,2.81,38.12,kkk,3,7
1400000,14.0,21.041371,105.764143,nhatang,2.81,108.12,kkk,3,7
1600000,15.0,21.040459,105.766526,nhatang,6.81,38.12,kkk,5,8
1500000,14.0,21.041371,105.764143,nhatang,2.81,108.12,kkk,6,7
1600000,15.0,21.042036,105.762742,ccmn,3.51,59.55,khepkin,6,5
1300000,17.0,21.041941,105.764966,nhacap,1.7,60.12,khepkin,3,7
1600000,16.0,21.037908,105.777146,nhatang,2.3,84.35,khepkin,4,6
4500000,19.0,21.037004,105.778713,nhatang,11.05,15.35,khepkin,9,9
4300000,40.0,21.0366399,105.778915,ccmn,11.05,38.12,khepkin,8,8
3700000,30.0,21.040275,105.761941,ccmn,3.81,38.12,khepkin,8,6
3200000,30.0,21.038197,105.779914,ccmn,2.75,40.37,khepkin,8,9
3900000,30.0,21.045856,105.780349,ccmn,3.55,50.68,khepkin,8,9
3800000,30.0,21.045856,105.780349,ccmn,3.55,112.68,khepkin,6,9
800000,12.0,21.046931,105.779563,nhacap,2.55,150.46,kkk,2,3
3850000,30.0,21.045856,105.780349,ccmn,3.55,112.68,khepkin,9,9
3900000,30.0,21.045856,105.780349,ccmn,3.55,50.68,khepkin,8,9
2200000,25.0,21.070134,105.786111,ccmn,1.7,52.68,khepkin,8,7
1500000,15.0,21.045637,105.779936,nhacap,2.95,108.68,khepkin,2,3
4000000,60.0,21.054795,105.782928,nhacap,2.95,68.85,khepkin,2,7
1600000,15.0,221.043631,105.78012,nhacap,2.89,79.85,khepkin,1,7
2490000,32.0,21.059632,105.784122,nhatang,3.5,67.4, khepkin,5,6
2200000,32.0,21.059632,105.784122,nhatang,2.9,67.4, khepkin,5,6
3500000,32.0,21.052706,105.78058,nhatang,7.5,58.93, khepkin,9,1
3000000,25.0,21.056747,105.78085,nhatang,3.65,100.63, khepkin,8,7
3000000,30.0,21.044136,105.781984,nhatang,2.75,48.07, kkk,4,8
4500000,35.0,21.05217,105.780523,nhatang,7.5,58.93, khepkin,9,9
2500000,12.0,21.067949,105.78248,nhatang,8.5,58.93, khepkin,9,9
2800000,25.0,21.042477,105.779469,nhatang,3.65,135.07, khepkin,8,7
3200000,25.0,21.042395,105.779909,ccmn,4.5,75.07, khepkin,8,8
2100000,23.0,21.005525,105.864048,nhatang,2.75,253.25,khepkin,7,6
2000000,20.0,20.997516,105.862902,nhatang,2.75,79.15,kkk,6,8
1800000,15.0,20.9987623,105.86229819999994,nhatang,2.35,79.15,kkk,6,8
2300000,24.0,21.006453,105.864188,nhatang,2.75,253.25,khepkin,3,6
1850000,22.0,21.007767,105.862346,nhatang,2.25,122.25,khepkin,7,7
2000000,22.0,21.007767,105.862346,nhatang,2.25,70.25,khepkin,5,7
3000000,15.0,21.003852,105.8612256,nhatang,7.48,3.6,khepkin,5,8
3600000,20.0,21.00188777,105.862034565,nhatang,7.48,5.6,khepkin,7,8
1600000,22.0,21.007767,105.862346,nhacap,2.25,70.25,khepkin,5,7
2900000,20.0,21.000001,105.862668,nhatang,3.68,89.51,khepkin,4,8
2100000,23.0,21.004199,105.863536,nhatang,2.71,210.51,khepkin,4,6
1100000,11.0,20.999019,105.863433,nhatang,3.65,211.42,khepkin,4,7
1000000,10.0,20.99757966,105.8628995,nhatang,2.65,211.42,khepkin,2,6
1800000,15.0,20.998327,105.8652,nhatang,3.02,72.65,kkk,4,6
2000000,20.0,20.99608,105.858781,nhacap,3.27,100.2,kkk,4,7
2000000,20.0,20.994112,105.858159,nhacap,3.27,125.5,kkk,3,7
2000000,15.0,20.994796,105.86033,nhatang,3.27,99.05,kkk,6,7
3000000,30.0,20.997142,105.857026,nhacap,4.32,219.13,kkk,2,7
2300000,30.0,20.992238,105.859383,nhacap,1.8,320.23,khepkin,4,5
1500000,17.0,20.993772,105.855681,nhatang,3.05,147.98,khepkin,2,5
3000000,25.0,20.996332,105.871297,nhatang,5.57,25.68,khepkin,3,8
1500000,18.0,20.997184,105.851677,nhatang,2.9,145.02,kkk,2,8
2200000,20.0,21.0035002,105.8695619,ccmn,3.14,76.44,khepkin,3,7
2000000,12.0,20.997436,105.857739,nhatang,4.32,234.24,kkk,4,6
2500000,17.0,20.996887,105.856505,nhacap,4.32,152.2,kkk,6,6
2000000,30.0,20.993762,105.858974,nhatang,2.45,162.41,kkk,4,7
4000000,37.0,20.995685,105.858797,nhatang,3.91,38.6,khepkin,5,8
3000000,24.0,20.997922,105.865312,nhatang,3.86,26.07,khepkin,6,7
2000000,20.0,20.993506,105.854247,nhatang,1.7,209.81,khepkin,7,4
2700000,27.0,20.992528,105.853467,nhatang,1.9,311.43,khepkin,7,4
2500000,17.0,20.996571,105.858905,nhatang,3.65,100.86,khepkin,7,8
1500000,12.0,20.996329,105.865515,nhatang,1.7,92.33,kkk,2,7
2500000,37.0,21.004032,105.869007,nhatang,2.25,41.69,khepkin,2,8
2500000,25.0,21.003719,105.870074,nhatang,2.69,46.32,khepkin,6,8
1800000,15.0,20.998187,105.864792,nhatang,3.21,84.79,kkk,2,7
1200000,13.0,21.010882,105.79844,nhatang,3.35,86.24,kkk,1,8
2600000,18.0,21.01136,105.799939,nhatang,3.35,15.24,kkk,8,8
2500000,18.0,21.011706,105.799887,nhatang,2.93,46.24,khepkin,8,8
2600000,20.0,21.010487,105.798571,nhatang,3.35,10.03,khepkin,4,8
4000000,35.0,21.009113,105.796943,nhatang,2.62,40.15,khepkin,8,8
3600000,27.0,21.0110647,105.7997428,ccmn,2.62,153.09,khepkin,9,9
5000000,35.0,21.00888221,105.796917,ccmn,3.62,4.15,khepkin,8,8
3500000,25.0,21.012571,105.799196,ccmn,2.62,153.09,khepkin,9,9
1500000,14.0,21.012671,105.798571,nhatang,2.32,231.05,khepkin,2,6
1500000,14.0,21.010706,105.797998,nhatang,2.32,98.32,khepkin,2,6
4800000,20.0,21.015052,105.803989,nhatang,8.16,6.32,khepkin,8,9
3200000,20.0,21.015493,105.803131,nhatang,3.16,163.58,khepkin,8,9
1800000,25.0,21.052872,105.7393,nhatang,2.56,200.58,khepkin,6,7
2200000,30.0,21.004434,105.866856,nhatang,3.26,147.58,kkk,6,7
2600000,30.0,21.004103,105.8668,nhatang,3.26,147.58,khepkin,7,7
2200000,18.0,20.994846,105.858483,nhatang,3.56,30.58,khepkin,9,9
2000000,18.0,20.994846,105.858483,nhatang,3.56,30.58,kkk,4,9
4200000,35.0,21.041965,105.776532,ccmn,4.56,81.34,khepkin,8,9
3800000,35.0,21.041926,105.776509,ccmn,4.56,211.34,khepkin,8,9
2800000,22.0,21.041581,105.775737,ccmn,4.46,89.34,khepkin,8,9
4100000,35.0,21.041965,105.776532,nhatang,4.56,81.34,khepkin,8,9
4500000,65.0,21.04038112,105.7789829,nhatang,3.36,60.21,khepkin,8,9
4000000,65.0,21.040442,105.779245,nhatang,2.36,60.21,khepkin,8,9
2500000,20.0,21.039892,105.777524,nhatang,2.98,162.72,khepkin,8,7
2300000,20.0,21.039892,105.777524,nhatang,2.98,240.72,khepkin,9,6
