nam,thang,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe
2020,3,4200000,40.0,20.980082,105.779856,Nhatang,3.2,12.5,Khepkin,0,0,1,0,0,0,0,1,0,0,1,1
2019,2,3200000,20.0,20.979588,105.780113,Nhatang,2.1,20.5,Khepkin,1,0,1,1,0,0,0,0,0,1,0,1
2021,2,2900000,25.0,20.979614,105.780206,Nhacap,3.6,100.23,Khepkin,1,1,1,1,1,1,0,1,0,1,1,1
2019,8,1500000,9.0,20.9806809,105.77902316,Nhatang,5.4,10.5,Khepkin,1,0,1,0,0,0,0,0,0,0,0,0
2021,4,2200000,30.0,21.083159,105.773456,Nhacap,2.5,100.0,Khepkin,1,1,1,1,0,1,0,0,0,0,1,1
2021,3,4500000,50.0,21.040638,105.80851,Nhatang,6.2,128.0,KKK,1,0,1,1,0,0,0,1,0,0,1,1
2020,7,2900000,27.0,21.037411,105.808723,Nhatang,6.6,168.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,0
2018,12,1800000,18.0,21.034672,105.805896,Nhatang,7.2,10.0,Khepkin,1,0,0,0,0,0,0,1,0,0,0,1
2021,2,3100000,25.0,20.979614,105.780206,Nhatang,3.6,100.23,Khepkin,1,1,1,1,1,1,0,1,0,1,1,1
2016,6,1700000,20.0,21.034901,105.807191,Nhatang,3.5,10.0,Khepkin,0,0,0,0,0,0,0,0,1,0,0,0
2021,4,1200000,23.0,20.980353,105.801553,Nhacap,2.1,344.0,KKK,1,1,0,0,1,1,0,1,0,0,0,0
2019,8,2200000,25.0,21.032641,105.804752,Nhatang,2.3,52.56,Khepkin,1,0,0,0,0,0,0,1,0,0,0,0
2019,8,2000000,25.0,21.032641,105.804752,Nhacap,2.3,52.56,Khepkin,1,0,0,0,0,0,0,1,0,0,0,0
2016,6,2200000,18.0,21.041531,105.806798,Nhatang,9.2,5.0,Khepkin,1,0,1,1,0,0,0,0,0,0,0,0
2017,6,2000000,25.0,21.050085,105.810452,Nhatang,2.7,242.0,KKK,1,0,1,0,0,0,0,0,0,0,0,0
2019,8,2600000,25.0,21.032326,105.804559,Ccmn,2.3,52.56,Khepkin,1,0,0,1,1,0,0,1,0,0,0,1
2021,2,3400000,30.0,20.9798652,105.7785912,Ccmn,2.7,242.0,Khepkin,1,0,1,1,0,0,0,1,0,0,0,1
2021,2,3500000,25.0,20.979614,105.780206,Nhatang,4.3,23.23,Khepkin,1,1,1,1,1,1,0,1,0,1,1,1
2020,4,3400000,30.0,20.9755388,105.7863626,Ccmn,2.7,242.0,Khepkin,1,0,1,1,0,0,0,1,0,0,1,1
2019,1,3800000,50.0,20.989358,105.773396,Nhatang,5.0,600.93,Khepkin,1,0,1,0,0,0,0,0,1,0,0,1
2018,9,1400000,17.0,20.984083,105.768282,Ccmn,3.4,77.96,Khepkin,0,0,0,0,0,0,0,0,1,0,0,0
2016,7,1800000,20.0,20.97426,105.764257,Ccmn,5.0,318.0,Khepkin,0,0,0,1,0,0,0,0,0,1,1,1
2016,10,1500000,20.0,20.97426,105.764257,Ccmn,5.09,318.0,Khepkin,0,0,0,0,0,0,0,0,0,1,1,1
2016,1,2000000,25.0,20.978824,105.774764,Nhatang,2.8,63.0,Khepkin,0,0,1,0,0,0,0,0,0,0,1,0
2021,2,1200000,15.0,20.995255,105.819164,Ccmn,2.7,169.62,Khepkin,0,0,1,1,0,0,0,0,0,0,0,0
2021,3,2500000,20.0,20.9880064,105.8183255,Nhatang,3.9,120.7,Khepkin,1,0,0,1,0,0,0,0,0,0,1,1
2021,3,2700000,26.0,20.993895,105.817199,Nhatang,2.7,242.0,Khepkin,1,0,1,1,0,0,0,1,1,0,1,1
2020,12,1700000,20.0,20.9887717,105.8180319,Nhatang,2.8,218.21,Khepkin,1,0,1,0,0,0,0,1,1,0,0,0
2020,11,2800000,26.0,20.990328,105.817969,Nhatang,3.4,20.8,Khepkin,0,0,1,1,0,0,0,1,1,0,1,1
2020,11,2900000,26.0,20.990328,105.817969,Ccmn,3.4,20.8,Khepkin,0,0,1,1,0,0,0,1,1,0,1,1
2020,11,2400000,26.0,20.990328,105.817969,Nhacap,3.4,20.8,Khepkin,0,0,1,1,0,0,0,1,1,0,1,1
2020,9,3000000,32.0,20.990688,105.818072,Nhatang,3.4,89.67,KKK,0,0,0,0,0,0,0,1,0,0,0,0
2020,6,1700000,14.0,20.991049,105.818024,Nhatang,2.6,98.6,Khepkin,1,0,1,1,0,0,0,0,0,0,0,0
2020,6,1600000,20.0,20.991627,105.819112,Nhatang,2.2,298.0,Khepkin,0,0,1,0,0,0,0,1,1,0,0,0
2020,8,1500000,12.0,20.992227,105.820309,Ccmn,2.3,209.75,Khepkin,1,1,0,0,0,0,0,0,0,0,1,1
2019,10,1600000,12.0,20.992245,105.818293,Ccmn,2.75,180.0,Khepkin,1,0,1,1,0,0,0,0,0,0,0,1
2020,12,2000000,13.0,20.987522,105.819412,Nhatang,3.8,72.8,Khepkin,0,0,1,1,0,1,0,0,0,0,0,1
2019,1,1200000,12.0,20.992233,105.818608,Ccmn,2.2,310.25,KKK,0,0,0,1,0,0,0,0,0,0,0,1
2020,3,1700000,20.0,20.991391,105.820235,Ccmn,2.2,253.5,Khepkin,0,0,1,0,0,0,0,1,1,0,1,0
2019,4,2200000,25.0,20.987827,105.81866,Nhatang,2.7,40.5,Khepkin,0,0,1,1,0,0,0,1,0,0,0,0
2020,5,1300000,12.0,21.049571,105.770051,Nhacap,5.27,2.0,Khepkin,0,0,0,0,0,0,0,1,1,0,0,0
2019,1,3500000,28.0,20.985445,105.819687,Nhatang,4.6,398.0,Khepkin,1,1,0,1,0,0,0,0,0,0,0,1
2019,1,2000000,12.0,20.992227,105.820309,Ccmn,2.5,209.75,Khepkin,1,1,1,1,1,0,0,0,0,0,1,0
2019,2,2000000,22.0,20.984185,105.819058,Ccmn,3.0,307.01,Khepkin,0,0,0,0,0,0,0,0,0,0,1,1
2018,11,1500000,12.0,20.988991,105.819619,Ccmn,2.8,140.8,Khepkin,1,0,0,1,0,0,0,0,0,0,0,1
2021,4,3500000,28.0,21.024536,105.825177,Nhatang,3.4,30.0,Khepkin,1,0,1,1,0,0,0,1,0,0,1,1
2018,11,1500000,12.0,20.988554,105.820058,Ccmn,2.5,182.8,Khepkin,1,0,1,0,0,0,0,0,0,0,1,1
2017,9,1400000,12.0,20.9921241,105.8180594,Ccmn,2.5,210.75,Khepkin,0,0,0,0,0,0,0,0,1,0,0,0
2018,8,2500000,50.0,20.991323,105.820339,Ccmn,1.8,312.35,Khepkin,0,0,0,0,0,0,0,1,0,0,0,0
2016,6,2500000,25.0,20.98542,105.8197,Ccmn,2.9,40.67,Khepkin,0,0,0,1,0,1,0,0,0,0,0,0
2021,4,3200000,24.0,21.024536,105.825177,Nhatang,2.0,320.0,Khepkin,1,0,1,1,0,0,0,1,0,0,0,0
2018,10,2000000,16.0,20.99202,105.81964,Ccmn,2.5,270.75,Khepkin,1,0,0,1,0,0,0,0,0,0,1,0
2017,11,1200000,11.0,20.992293,105.819538,Ccmn,2.5,260.75,Khepkin,1,0,0,1,0,0,0,0,0,0,1,1
2017,5,1600000,13.0,20.991957,105.816777,Ccmn,2.9,48.67,Khepkin,1,0,1,1,0,0,0,0,0,0,1,0
2017,8,1400000,13.0,20.9899079,105.8172975,Nhatang,2.5,210.75,Khepkin,0,0,0,1,0,0,0,0,0,0,1,0
2017,6,2000000,20.0,20.99146,105.819279,Nhatang,2.7,188.75,Khepkin,1,0,0,1,0,0,0,0,0,0,1,0
2018,11,700000,10.0,20.983528,105.818179,Nhacap,2.4,160.0,KKK,0,0,0,0,0,0,0,0,0,0,0,1
2018,7,1400000,13.0,20.990592,105.816782,Ccmn,3.2,63.8,Khepkin,0,0,0,0,0,0,0,0,0,0,0,0
2017,6,2400000,25.0,20.990762,105.818379,Nhatang,3.5,95.67,KKK,0,0,1,0,0,0,0,0,0,0,1,1
2017,12,1200000,12.0,20.993577,105.820494,Ccmn,2.5,130.75,Khepkin,0,0,0,0,0,0,0,0,0,0,0,0
2016,9,520000,20.0,20.989938,105.818307,Nhacap,2.5,20.0,KKK,0,0,0,0,0,0,0,0,0,0,0,1
2016,4,1600000,12.0,20.992182,105.818983,Nhatang,2.8,180.75,Khepkin,1,1,1,0,0,0,0,1,0,0,0,1
2021,3,3200000,30.0,21.04528,105.785682,Nhatang,4.0,73.6,Khepkin,1,0,1,1,0,0,0,0,0,0,1,1
2016,9,1220000,20.0,20.99006,105.818889,Nhacap,2.5,20.0,Khepkin,1,0,0,0,0,0,0,0,0,0,0,1
2019,8,1700000,16.0,21.04324,105.804756,Nhatang,3.5,79.5,Khepkin,1,0,1,0,0,0,0,0,0,0,1,1
2019,8,1600000,16.0,21.04294,105.804107,Nhatang,3.0,140.5,Khepkin,0,0,1,0,0,0,0,0,0,0,1,0
2016,6,2000000,20.0,21.042991,105.803651,Nhatang,3.5,163.27,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2019,8,2000000,25.0,21.04233,105.80376,Nhatang,2.9,122.27,Khepkin,1,0,1,0,0,0,0,1,0,0,1,0
2019,8,2500000,20.0,21.045836,105.785711,Nhatang,3.5,5.7,Khepkin,1,0,1,1,0,0,0,0,0,0,0,1
2019,8,2400000,20.0,21.045535,105.784717,Nhatang,3.5,15.7,Khepkin,1,0,1,1,0,0,0,0,0,0,0,1
2016,1,1900000,22.0,21.048169,105.795002,Nhatang,2.2,160.83,Khepkin,0,0,0,0,0,0,0,0,0,0,0,0
2019,8,4500000,60.0,21.047617,105.798362,Nhatang,4.57,57.9,Khepkin,0,0,1,1,0,0,0,1,0,0,0,1
2016,5,2000000,20.0,21.045419,105.803782,Nhatang,2.5,70.5,Khepkin,0,0,1,1,0,0,0,0,0,0,1,0
2016,6,2000000,25.0,21.046954,105.798932,Nhatang,2.3,65.5,Khepkin,1,0,1,0,0,0,0,0,0,0,0,1
2019,8,2200000,25.0,21.04233,105.80376,Nhatang,3.5,122.27,Khepkin,1,0,1,0,0,0,0,1,0,0,1,0
2016,7,3000000,25.0,21.047259,105.793377,Nhatang,4.57,89.5,Khepkin,1,0,1,1,0,0,0,0,0,0,1,1
2016,7,2500000,24.0,21.043248,105.804118,Nhatang,4.4,137.27,Khepkin,1,1,0,0,0,0,0,0,0,0,0,1
2016,12,3300000,25.0,21.047389,105.783213,Ccmn,4.28,117.5,Khepkin,1,0,1,1,0,1,0,1,0,0,1,1
2018,3,3500000,18.0,21.045874,105.785487,Nhatang,12.6,2.5,Khepkin,0,0,0,0,0,0,0,0,1,0,0,1
2018,10,3500000,30.0,21.047593,105.788003,Nhatang,4.4,140.97,Khepkin,1,0,1,1,0,0,0,1,0,0,1,1
2018,10,3500000,25.0,21.047033,105.788249,Nhatang,4.4,65.97,Khepkin,1,0,1,1,0,1,0,1,0,0,1,1
2018,9,3800000,25.0,21.043559,105.790875,Nhatang,10.5,3.0,Khepkin,1,1,0,1,1,0,0,1,0,0,1,1
2018,10,3900000,30.0,21.046802,105.791142,Nhatang,4.5,60.24,Khepkin,1,0,1,1,1,0,0,0,0,0,1,1
2020,3,2000000,20.0,21.048196,105.792279,Nhatang,3.3,60.24,Khepkin,1,0,1,1,0,1,0,0,0,0,0,0
2017,11,2500000,17.0,21.045087,105.800932,Nhatang,4.3,120.9,Khepkin,0,0,0,0,0,1,0,1,0,0,0,1
2020,12,6500000,50.0,21.0460511,105.7916743,Ccmn,4.83,48.24,Khepkin,1,0,1,1,0,0,0,0,0,0,1,0
2021,3,1399000,20.0,20.995773,105.842988,Ccmn,2.5,7.25,Khepkin,1,0,1,1,1,1,0,1,0,0,0,0
2021,3,2000000,17.0,21.0008467,105.8138979,Nhatang,1.8,250.0,Khepkin,0,1,1,0,0,0,0,0,0,0,0,1
2021,3,3200000,17.0,21.0648454,105.8349501,Nhatang,3.0,300.0,Khepkin,1,0,1,1,1,1,0,1,0,0,0,1
2021,3,1500000,20.0,21.0092023,105.7948642,Nhatang,3.2,350.0,KKK,0,0,1,1,0,1,0,1,0,0,0,1
2021,3,2500000,20.0,21.007038,105.818401,Nhatang,2.1,59.0,Khepkin,1,0,1,1,0,0,0,0,0,0,1,0
2021,2,2600000,20.0,21.021268,105.774617,Nhatang,3.2,40.0,Khepkin,0,0,1,1,0,0,0,1,1,0,0,1
2021,3,3500000,25.0,21.076196,105.81519,Ccmn,7.3,5.0,Khepkin,1,0,1,0,1,0,1,0,0,1,0,0
2020,12,2000000,18.0,20.9873103,105.8638953,Nhatang,3.2,5.0,Khepkin,1,0,1,1,0,0,0,0,0,0,0,0
2021,3,3000000,30.0,21.0215123,105.8290527,Nhatang,1.8,300.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,0
2021,3,2800000,38.0,21.0575538,105.9024322,Ccmn,2.8,100.0,Khepkin,0,0,1,1,0,0,0,1,0,0,0,1
2021,3,2900000,18.0,21.0641913,105.8097712,Nhatang,2.6,150.0,Khepkin,1,1,1,1,0,1,0,1,0,0,0,1
2021,3,2000000,25.0,20.9604869,105.8682143,Nhatang,3.0,400.0,KKK,1,0,1,0,0,0,0,0,0,0,1,0
2021,3,2300000,22.0,21.0587451,105.89450557624,Nhatang,4.2,1.5,Khepkin,0,1,1,1,0,0,0,1,0,0,0,1
2021,3,2300000,17.0,20.997918,105.818472,Nhatang,3.8,2.0,Khepkin,0,0,1,1,0,0,0,1,0,0,0,1
2021,3,2200000,16.0,20.943636,105.843027,Nhatang,3.0,69.9,Khepkin,1,1,1,1,0,1,0,0,0,0,0,1
2021,3,2200000,15.0,20.998216,105.818508,Nhatang,3.8,2.0,Khepkin,0,0,1,1,0,0,0,1,0,0,0,1
2021,3,1200000,20.0,20.982526,105.844092,Nhacap,2.0,26.0,Khepkin,0,0,0,0,0,0,0,0,1,0,0,1
2021,3,3600000,25.0,21.066059,105.834255,Nhatang,3.0,133.0,Khepkin,1,0,1,1,1,1,1,1,0,0,0,1
2021,3,1900000,15.0,20.997076,105.818183,Nhacap,3.8,2.0,Khepkin,0,0,1,1,0,0,0,1,0,0,0,1
2021,3,4000000,40.0,21.00292,105.802697,Nhatang,3.5,40.0,Khepkin,1,0,0,0,0,0,0,0,0,0,1,1
2021,3,1800000,24.0,20.953315,105.834445,Nhacap,2.2,50.0,Khepkin,0,0,0,0,0,0,0,1,1,0,0,0
2021,3,1600000,24.0,20.953315,105.834445,Nhacap,2.2,50.0,KKK,0,0,0,0,0,0,0,1,1,0,0,0
2020,12,1700000,30.0,21.0024642,105.9026115,Nhacap,2.0,800.0,Khepkin,1,0,1,0,0,0,0,1,1,0,0,0
2021,3,2300000,16.0,21.0315048,105.8020914,Nhatang,1.8,200.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,0
2021,3,2300000,24.0,20.953315,105.834445,Nhacap,2.5,50.0,Khepkin,0,0,0,0,0,0,0,1,1,0,0,0
2021,3,800000,12.0,20.9713024,105.7845287,Nhatang,2.4,100.0,Khepkin,1,0,0,0,0,0,0,0,0,0,0,0
2021,3,800000,12.0,21.043319,105.748683,Nhacap,2.8,250.0,KKK,0,0,1,1,0,0,0,0,0,0,0,0
2021,3,1600000,20.0,21.053899,105.783712,Nhacap,2.9,30.0,KKK,1,0,0,0,0,0,0,0,0,0,0,1
2021,3,4500000,30.0,21.035526,105.852996,Nhatang,4.3,3.0,Khepkin,1,1,1,1,0,1,0,1,0,0,0,0
2021,3,2500000,18.0,20.996615,105.85659,Nhatang,3.2,20.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,0
2021,3,2000000,18.0,20.96719,105.836811,Nhatang,4.2,97.67,KKK,0,0,1,1,0,0,0,0,0,0,0,1
2021,3,1600000,12.0,21.024991,105.825941,Nhatang,2.2,130.0,Khepkin,1,1,0,0,0,0,0,0,0,0,1,1
2021,3,3000000,20.0,21.009346,105.796969,Nhatang,3.5,30.0,Khepkin,1,1,1,1,0,1,0,1,0,0,0,0
2021,3,3500000,28.0,20.999226,105.816492,Nhatang,4.3,95.0,Khepkin,1,0,1,1,0,0,0,0,0,1,0,1
2021,4,4500000,34.0,20.997068,105.810787,Nhatang,14.5,4.0,Khepkin,1,0,1,1,1,1,1,1,0,0,0,0
2021,3,2300000,30.0,20.977083,105.823595,Nhatang,5.9,61.24,Khepkin,1,1,1,1,0,0,0,0,0,0,0,1
2021,3,3500000,20.0,21.035478,105.810557,Nhatang,10.0,6.1,Khepkin,0,0,1,1,0,1,1,1,0,0,0,0
2021,3,2600000,26.0,21.055903,105.785095,Nhatang,6.0,10.0,Khepkin,0,0,1,0,0,1,0,0,0,0,0,0
2021,3,1100000,10.0,21.004716,105.819713,Nhacap,5.3,50.0,KKK,1,1,0,0,0,0,0,0,0,0,0,1
2021,3,1800000,20.0,20.96725,105.836688,Nhatang,4.3,90.4,Khepkin,0,1,0,0,0,0,0,1,0,0,0,1
2021,3,2700000,25.0,20.96444,105.766654,Nhatang,5.2,53.92,Khepkin,0,0,1,1,0,0,0,1,0,0,0,0
2021,3,1200000,18.0,20.97663,105.781279,Nhatang,2.5,70.65,Khepkin,1,0,0,0,0,0,0,0,0,0,1,0
2021,3,3500000,26.0,21.011178,105.817202,Nhatang,3.8,42.6,Khepkin,1,0,1,1,0,1,0,1,0,0,0,1
2021,3,2800000,20.0,20.995682,105.773003,Nhatang,6.6,5.2,Khepkin,0,0,0,0,0,1,0,0,0,1,1,0
2021,3,2300000,22.0,21.041979,105.776725,Nhatang,6.0,20.75,Khepkin,1,0,0,1,0,0,0,0,0,0,0,1
2021,3,3000000,18.0,21.004276,105.811363,Nhatang,5.3,10.0,Khepkin,1,0,1,1,0,0,0,0,1,0,0,1
2021,3,2000000,16.0,21.016517,105.8373,Nhacap,3.2,78.19,Khepkin,1,0,0,1,0,0,0,1,1,0,0,1
2021,3,1500000,20.0,21.002483,105.826496,Nhatang,1.6,84.32,Khepkin,1,1,0,0,0,0,0,0,0,0,0,1
2021,3,6000000,22.0,21.013516,105.839297,Ccmn,3.25,10.15,Khepkin,1,0,1,1,1,0,0,1,0,0,0,1
2021,3,3500000,16.0,21.020792,105.775128,Nhatang,3.5,45.0,Khepkin,0,0,0,0,0,0,0,1,0,1,0,0
2021,3,2500000,16.0,21.020792,105.775128,Nhacap,3.5,45.0,Khepkin,0,0,0,0,0,0,0,1,0,1,0,0
2021,3,3000000,25.0,20.997401,105.813595,Nhatang,2.7,25.0,Khepkin,1,0,1,1,0,1,0,1,0,0,1,0
2021,3,1800000,20.0,21.04036,105.764403,Nhatang,4.3,36.24,Khepkin,1,0,1,1,0,0,0,0,1,0,0,0
2021,3,3500000,20.0,21.0164931,105.822814,Nhatang,6.15,40.0,Khepkin,1,0,1,1,0,0,0,0,0,0,1,0
2021,3,3200000,16.0,21.020792,105.775128,Nhatang,3.5,70.0,Khepkin,0,0,0,0,0,0,0,1,0,1,0,0
2021,2,3500000,25.0,20.970898,105.778978,Nhatang,6.73,56.5,Khepkin,1,1,1,1,1,1,0,1,0,1,1,1
2021,2,3800000,30.0,21.010646,105.838657,Nhatang,3.5,40.0,Khepkin,1,0,1,1,0,1,0,1,0,0,0,1
2021,2,2200000,20.0,21.043489,105.804274,Nhatang,2.7,103.5,Khepkin,1,0,1,1,0,0,0,0,0,0,0,1
2021,2,4500000,40.0,20.976891,105.780777,Ccmn,3.5,120.75,Khepkin,1,1,1,1,1,0,0,1,0,1,0,1
2021,2,1600000,10.0,21.02284367,105.8279307,Nhatang,4.5,100.0,KKK,0,0,1,0,0,0,0,1,0,0,0,1
2021,2,3500000,30.0,21.0268003,105.768113,Ccmn,3.2,500.0,Khepkin,1,1,1,1,1,1,0,1,0,0,1,0
2021,1,3900000,30.0,20.9996107,105.818603,Ccmn,4.9,40.0,Khepkin,1,0,0,0,0,1,0,1,0,1,1,0
2021,4,1700000,16.0,21.028588,105.775,Nhatang,5.5,4.0,Khepkin,1,1,0,1,0,0,0,0,0,0,0,0
2021,4,1900000,15.0,21.028847,105.775148,Nhatang,5.5,4.0,KKK,1,1,0,1,1,0,0,0,0,0,0,1
2021,4,3000000,20.0,21.010068,105.797312,Nhatang,3.5,200.0,Khepkin,0,0,1,1,0,1,0,1,0,0,0,1
2021,4,2500000,21.0,21.009417,105.797185,Nhacap,4.0,42.0,Khepkin,0,0,1,1,0,1,0,1,0,0,0,1
2021,4,3450000,25.0,20.989027,105.812843,Nhatang,5.5,2.0,Khepkin,1,1,1,1,1,1,0,1,0,0,0,0
2021,4,3100000,25.0,20.992202,105.776982,Nhatang,3.2,150.0,Khepkin,1,1,1,0,0,0,0,1,0,1,1,1
2021,4,3500000,25.0,20.988144,105.81281,Ccmn,5.5,2.0,Khepkin,1,1,1,1,1,1,0,1,0,0,1,1
2021,4,2600000,25.0,20.992904,105.776659,Nhacap,3.2,200.0,Khepkin,1,1,1,0,0,0,0,1,0,1,1,1
2021,4,3600000,25.0,20.988144,105.81281,Ccmn,5.5,2.0,Khepkin,1,1,1,1,1,1,0,1,0,0,0,0
2021,4,2900000,30.0,20.98965,105.844293,Nhatang,3.0,120.0,Khepkin,0,0,0,1,0,0,0,0,0,0,0,0
2021,4,3200000,25.0,20.988393,105.812161,Nhatang,2.5,75.0,Khepkin,1,1,1,1,1,1,0,1,0,0,0,0
2021,4,2700000,30.0,20.98987,105.844382,Nhacap,3.0,120.0,Khepkin,0,0,0,1,0,0,0,0,0,0,0,0
2021,1,3500000,28.0,21.03022,105.771956,Nhatang,4.0,130.0,Khepkin,1,1,1,1,1,1,0,1,0,0,1,1
2021,4,2600000,35.0,20.998817,105.82424,Nhatang,2.2,150.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2021,4,3000000,35.0,20.998645,105.82466,Ccmn,3.0,85.0,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2021,4,3200000,20.0,21.042093,105.804335,Ccmn,2.5,40.9,Khepkin,1,0,1,1,0,0,0,0,0,0,0,1
2021,4,3200000,20.0,21.042871,105.805111,Nhatang,3.5,5.73,Khepkin,1,0,1,1,0,0,0,0,0,0,1,1
2021,4,3700000,34.0,20.98736,105.862138,Nhatang,3.0,89.86,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2021,4,3200000,34.0,20.987034,105.861909,Nhacap,2.5,116.86,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2021,4,1800000,16.0,20.984586,105.767855,Nhatang,2.2,102.6,Khepkin,1,0,1,1,0,1,0,0,1,0,1,1
2021,4,1700000,16.0,20.984118,105.768071,Nhacap,2.2,200.6,Khepkin,0,0,1,1,0,1,0,0,1,0,0,1
2021,1,2500000,22.0,21.0732267,105.79437183,Nhatang,3.3,105.12,Khepkin,1,0,1,0,1,0,0,0,0,0,0,1
2020,9,2000000,16.0,21.000381,105.879752,Nhatang,4.5,30.0,Khepkin,1,1,0,1,0,0,0,0,0,0,0,1
2017,5,2800000,24.0,21.035002,105.791361,Nhatang,6.52,75.04,Khepkin,1,0,1,1,0,0,0,0,0,0,1,0
2020,2,3000000,23.0,21.031671,105.786487,Nhatang,7.2,46.94,Khepkin,1,0,0,0,0,0,0,0,0,1,0,0
2020,11,3800000,15.0,21.010017,105.805675,Nhatang,4.0,2.0,Khepkin,1,1,0,1,1,0,0,0,0,0,1,1
2020,9,1500000,15.0,21.001512,105.877111,Nhatang,4.5,28.0,Khepkin,1,0,0,0,0,0,0,0,0,0,0,1
2018,4,2300000,34.0,21.032674,105.785776,Nhatang,2.4,149.21,KKK,0,0,1,1,0,0,0,1,0,0,1,1
2020,11,3200000,15.0,21.009704,105.806175,Nhatang,4.0,2.0,Khepkin,1,1,1,1,1,1,0,0,0,0,1,1
2020,8,2200000,25.0,21.0305962,105.7862149,Nhatang,3.64,106.45,Khepkin,0,0,1,1,0,0,0,0,0,0,1,0
2020,9,1300000,15.0,21.000935,105.877817,Nhacap,4.5,21.0,Khepkin,1,0,0,0,0,0,0,0,0,0,0,1
2021,2,4099999,33.0,21.037662,105.809642,Nhatang,6.56,5.2,Khepkin,1,1,0,0,0,1,0,0,0,0,1,1
2020,11,3400000,28.0,21.009518,105.80648,Ccmn,4.0,2.0,Khepkin,1,1,1,0,1,1,0,0,0,0,1,1
2020,12,3000000,35.0,21.034259,105.811035,Nhatang,3.32,89.55,Khepkin,0,0,1,1,0,0,0,0,0,0,0,1
2019,8,1500000,17.0,21.036919,105.811089,Nhatang,3.0,104.8,Khepkin,1,0,0,0,0,0,0,0,0,0,1,1
2018,1,2000000,15.0,21.036942,105.817049,Nhatang,3.5,82.11,Khepkin,1,0,1,0,0,1,0,0,0,0,1,1
2018,1,1900000,14.0,21.036942,105.817049,Nhatang,3.4,120.11,Khepkin,1,0,1,0,0,1,0,0,0,0,0,0
